gm,municipality,party,votes,count
GM0313,Bunschoten,50PLUS,0.10545556805399324,15
GM0313,Bunschoten,BIJ1,0.06327334083239596,9
GM0313,Bunschoten,LP (Libertaire Partij),0.04921259842519684,7
GM0313,Bunschoten,Piratenpartij - De Groenen,0.04921259842519684,7
GM0313,Bunschoten,Samen voor Nederland,0.03515185601799775,5
GM0313,Bunschoten,Nederland met een PLAN,0.0281214848143982,4
GM0313,Bunschoten,LEF - Voor de Nieuwe Generatie,0.02109111361079865,3
GM0313,Bunschoten,Splinter,0.02109111361079865,3
GM0313,Bunschoten,PartijvdSport,0.00703037120359955,1
GM0214,Buren,PVV,31.289804507947057,5650
GM0214,Buren,VVD,17.937641911723983,3239
GM0214,Buren,NSC,11.037270864484688,1993
GM0214,Buren,PvdA/GL,9.447859555850917,1706
GM0214,Buren,BBB,7.027745472669879,1269
GM0214,Buren,SGP,4.967602591792657,897
GM0214,Buren,D66,4.507947056543169,814
GM0214,Buren,CDA,2.9296117849033614,529
GM0214,Buren,FvD,2.0989090103560946,379
GM0214,Buren,SP,1.9992246774104228,361
GM0214,Buren,ChristenUnie,1.7223237525613335,311
GM0214,Buren,PvdD,1.589411308633771,287
GM0214,Buren,Volt,1.079913606911447,195
GM0214,Buren,JA21,0.8307027745472669,150
GM0214,Buren,50PLUS,0.46519355374646953,84
GM0214,Buren,BVNL,0.45965553524948777,83
GM0214,Buren,DENK,0.1938306473943623,35
GM0214,Buren,BIJ1,0.14952649941850807,27
GM0214,Buren,Splinter,0.07753225895774492,14
GM0214,Buren,Piratenpartij - De Groenen,0.04984216647283602,9
GM0214,Buren,LP (Libertaire Partij),0.04430414797585424,8
GM0214,Buren,Samen voor Nederland,0.04430414797585424,8
GM0214,Buren,PartijvdSport,0.02215207398792712,4
GM0214,Buren,LEF - Voor de Nieuwe Generatie,0.01661405549094534,3
GM0214,Buren,Nederland met een PLAN,0.01107603699396356,2
GM0502,Capelle aan den IJssel,PVV,26.778902687354805,9337
GM0502,Capelle aan den IJssel,VVD,14.704448332233918,5127
GM0502,Capelle aan den IJssel,PvdA/GL,13.45398227550406,4691
GM0502,Capelle aan den IJssel,NSC,11.822066710643302,4122
GM0502,Capelle aan den IJssel,D66,5.305876616858347,1850
GM0502,Capelle aan den IJssel,SGP,4.938767315800041,1722
GM0502,Capelle aan den IJssel,SP,3.415837324690969,1191
GM0502,Capelle aan den IJssel,FvD,2.885249663005134,1006
GM0502,Capelle aan den IJssel,ChristenUnie,2.6959589296469444,940
GM0502,Capelle aan den IJssel,DENK,2.632862018527548,918
GM0502,Capelle aan den IJssel,CDA,2.6185218114549573,913
GM0502,Capelle aan den IJssel,PvdD,1.898643416410933,662
GM0502,Capelle aan den IJssel,BBB,1.7982619669028022,627
GM0502,Capelle aan den IJssel,JA21,1.221785642584679,426
GM0502,Capelle aan den IJssel,Volt,1.1730289385378725,409
GM0502,Capelle aan den IJssel,BIJ1,0.777239223334385,271
GM0502,Capelle aan den IJssel,50PLUS,0.6424412768520378,224
GM0502,Capelle aan den IJssel,BVNL,0.6137608627068575,214
GM0502,Capelle aan den IJssel,Nederland met een PLAN,0.16061031921300944,56
GM0502,Capelle aan den IJssel,Splinter,0.1347979464823472,47
GM0502,Capelle aan den IJssel,Piratenpartij - De Groenen,0.1261938222387931,44
GM0502,Capelle aan den IJssel,PartijvdSport,0.06883299394843262,24
GM0502,Capelle aan den IJssel,LEF - Voor de Nieuwe Generatie,0.04875670404680643,17
GM0502,Capelle aan den IJssel,LP (Libertaire Partij),0.03728453838873433,13
GM0502,Capelle aan den IJssel,Samen voor Nederland,0.02868041414518025,10
GM0502,Capelle aan den IJssel,Politieke Partij voor Basisinkomen,0.01720824848710815,6
GM0383,Castricum,VVD,19.81917393555582,4976
GM0383,Castricum,PvdA/GL,19.671804675986778,4939
GM0383,Castricum,PVV,18.365396104672005,4611
GM0383,Castricum,NSC,12.538335922252758,3148
GM0383,Castricum,D66,8.786394232684112,2206
GM0383,Castricum,CDA,3.5966065240769507,903
GM0383,Castricum,BBB,3.5488110885410444,891
GM0383,Castricum,PvdD,2.939419285458239,738
GM0383,Castricum,SP,2.7840841199665434,699
GM0383,Castricum,FvD,2.3937547297566417,601
GM0383,Castricum,Volt,1.9556299040108336,491
GM0383,Castricum,JA21,0.9041303222208946,227
GM0383,Castricum,BVNL,0.5576134145855737,140
GM0383,Castricum,ChristenUnie,0.4819373083203887,121
GM0383,Castricum,50PLUS,0.4620225435137611,116
GM0383,Castricum,DENK,0.29075556617676346,73
GM0383,Castricum,Splinter,0.1951646951049508,49
GM0383,Castricum,BIJ1,0.18719878918229976,47
GM0383,Castricum,SGP,0.12745449476241685,32
GM0383,Castricum,Piratenpartij - De Groenen,0.09559087107181263,24
GM0383,Castricum,PartijvdSport,0.06771020034253394,17
GM0383,Castricum,Samen voor Nederland,0.06372724738120843,16
GM0383,Castricum,LP (Libertaire Partij),0.0597442944198829,15
GM0383,Castricum,LEF - Voor de Nieuwe Generatie,0.05576134145855738,14
GM0383,Castricum,Nederland met een PLAN,0.05177838849723185,13
GM0109,Coevorden,PVV,27.924672674715183,6569
GM0109,Coevorden,NSC,16.5448053052202,3892
GM0109,Coevorden,VVD,13.450093521509949,3164
GM0109,Coevorden,BBB,12.68066655330726,2983
GM0109,Coevorden,PvdA/GL,10.946267641557558,2575
GM0109,Coevorden,CDA,3.9704131950348582,934
GM0109,Coevorden,D66,3.4772997789491584,818
GM0109,Coevorden,SP,2.5378337017514028,597
GM0109,Coevorden,FvD,2.397551436830471,564
GM0109,Coevorden,PvdD,1.4665873150824689,345
GM0109,Coevorden,ChristenUnie,1.083999319843564,255
GM0109,Coevorden,Volt,0.7099132800544126,167
GM0109,Coevorden,SGP,0.6461486141812617,152
GM0109,Coevorden,JA21,0.5823839483081109,137
GM0109,Coevorden,BVNL,0.5441251487842204,128
GM0109,Coevorden,50PLUS,0.34432919571501447,81
GM0109,Coevorden,DENK,0.25080768576772655,59
GM0109,Coevorden,Samen voor Nederland,0.16578813127019212,39
GM0109,Coevorden,BIJ1,0.10627444312191804,25
GM0109,Coevorden,Splinter,0.07226662132290426,17
GM0109,Coevorden,Piratenpartij - De Groenen,0.05526271042339738,13
GM0109,Coevorden,LEF - Voor de Nieuwe Generatie,0.02550586634926033,6
GM0109,Coevorden,LP (Libertaire Partij),0.01700391089950688,4
GM1706,Cranendonck,PVV,33.00295074525232,4362
GM1706,Cranendonck,VVD,18.30218657789211,2419
GM1706,Cranendonck,NSC,14.32246349398502,1893
GM1706,Cranendonck,BBB,7.876220019671636,1041
GM1706,Cranendonck,PvdA/GL,7.694635696451539,1017
GM1706,Cranendonck,D66,4.327759703412272,572
GM1706,Cranendonck,CDA,4.025119164712113,532
GM1706,Cranendonck,SP,3.2382537640917004,428
GM1706,Cranendonck,FvD,1.9974275554210488,264
GM1706,Cranendonck,PvdD,1.1651660739956116,154
GM1706,Cranendonck,JA21,1.051675871983052,139
GM1706,Cranendonck,Volt,0.7566013467503973,100
GM1706,Cranendonck,BVNL,0.7036392524778694,93
GM1706,Cranendonck,50PLUS,0.4842248619202542,64
GM1706,Cranendonck,ChristenUnie,0.2118483770901112,28
GM1706,Cranendonck,DENK,0.2118483770901112,28
GM1706,Cranendonck,Politieke Partij voor Basisinkomen,0.11349020201255958,15
GM1706,Cranendonck,BIJ1,0.09835817507755162,13
GM1706,Cranendonck,SGP,0.09079216161004766,12
GM1706,Cranendonck,Piratenpartij - De Groenen,0.08322614814254368,11
GM1706,Cranendonck,Splinter,0.07566013467503972,10
GM1706,Cranendonck,PartijvdSport,0.04539608080502383,6
GM1706,Cranendonck,LEF - Voor de Nieuwe Generatie,0.03783006733751986,5
GM1706,Cranendonck,LP (Libertaire Partij),0.03783006733751986,5
GM1706,Cranendonck,Nederland met een PLAN,0.02269804040251191,3
GM1706,Cranendonck,Samen voor Nederland,0.02269804040251191,3
GM0216,Culemborg,PvdA/GL,22.895238095238096,4207
GM0216,Culemborg,PVV,20.174149659863943,3707
GM0216,Culemborg,VVD,14.819047619047618,2723
GM0216,Culemborg,NSC,10.606802721088435,1949
GM0216,Culemborg,D66,6.868027210884353,1262
GM0216,Culemborg,DENK,4.500680272108844,827
GM0216,Culemborg,PvdD,3.0204081632653064,555
GM0216,Culemborg,BBB,2.748299319727891,505
GM0216,Culemborg,SP,2.7210884353741496,500
GM0216,Culemborg,CDA,2.65578231292517,488
GM0216,Culemborg,FvD,2.0081632653061225,369
GM0216,Culemborg,Volt,2.0081632653061225,369
GM0216,Culemborg,ChristenUnie,1.6326530612244898,300
GM0216,Culemborg,SGP,0.8054421768707483,148
GM0216,Culemborg,JA21,0.5714285714285714,105
GM0216,Culemborg,50PLUS,0.5224489795918368,96
GM0216,Culemborg,BVNL,0.43537414965986393,80
GM0216,Culemborg,BIJ1,0.4136054421768708,76
GM0216,Culemborg,Splinter,0.14693877551020407,27
GM0216,Culemborg,LP (Libertaire Partij),0.0870748299319728,16
GM0216,Culemborg,PartijvdSport,0.0870748299319728,16
GM0216,Culemborg,Piratenpartij - De Groenen,0.0870748299319728,16
GM0216,Culemborg,Nederland met een PLAN,0.0816326530612245,15
GM0216,Culemborg,Samen voor Nederland,0.05442176870748299,10
GM0216,Culemborg,LEF - Voor de Nieuwe Generatie,0.04897959183673469,9
GM0148,Dalfsen,PVV,19.20959496657491,3908
GM0148,Dalfsen,NSC,18.555839559575304,3775
GM0148,Dalfsen,BBB,16.982894219425877,3455
GM0148,Dalfsen,VVD,12.396775462052693,2522
GM0148,Dalfsen,PvdA/GL,8.297286669288242,1688
GM0148,Dalfsen,CDA,6.119740464018875,1245
GM0148,Dalfsen,ChristenUnie,5.402084152575698,1099
GM0148,Dalfsen,D66,3.932363350373574,800
GM0148,Dalfsen,SGP,2.329925285096343,474
GM0148,Dalfsen,SP,1.6663389697208022,339
GM0148,Dalfsen,FvD,1.4549744396382225,296
GM0148,Dalfsen,PvdD,0.9585135666535588,195
GM0148,Dalfsen,Volt,0.8307117577664176,169
GM0148,Dalfsen,JA21,0.5996854109319701,122
GM0148,Dalfsen,BVNL,0.5554463232402674,113
GM0148,Dalfsen,50PLUS,0.28018088871411717,57
GM0148,Dalfsen,DENK,0.16220998820290994,33
GM0148,Dalfsen,BIJ1,0.07373181281950453,15
GM0148,Dalfsen,Splinter,0.05898545025560361,12
GM0148,Dalfsen,Nederland met een PLAN,0.03932363350373574,8
GM0148,Dalfsen,PartijvdSport,0.0294927251278018,6
GM0148,Dalfsen,LP (Libertaire Partij),0.01966181675186787,4
GM0148,Dalfsen,Piratenpartij - De Groenen,0.01966181675186787,4
GM0148,Dalfsen,Samen voor Nederland,0.0147463625639009,3
GM0148,Dalfsen,LEF - Voor de Nieuwe Generatie,0.00983090837593392,2
GM1891,Dantumadiel,PVV,29.914460942543577,3707
GM1891,Dantumadiel,NSC,19.23014848289219,2383
GM1891,Dantumadiel,PvdA/GL,8.134280180761781,1008
GM1891,Dantumadiel,BBB,8.021304067140091,994
GM1891,Dantumadiel,CDA,7.182052937378954,890
GM1891,Dantumadiel,VVD,6.512265978050355,807
GM1891,Dantumadiel,ChristenUnie,5.148482892188508,638
GM1891,Dantumadiel,SGP,5.100064557779213,632
GM1891,Dantumadiel,FvD,2.541962556488057,315
GM1891,Dantumadiel,SP,2.445125887669464,303
GM1891,Dantumadiel,D66,1.880245319561007,233
GM1891,Dantumadiel,BVNL,1.0490639122014205,130
GM1891,Dantumadiel,PvdD,0.9199483537766302,114
GM1891,Dantumadiel,JA21,0.7020658489347966,87
GM1891,Dantumadiel,Volt,0.3792769528728212,47
GM1891,Dantumadiel,50PLUS,0.31471917366042607,39
GM1891,Dantumadiel,DENK,0.12911555842479017,16
GM1891,Dantumadiel,Piratenpartij - De Groenen,0.1210458360232408,15
GM1891,Dantumadiel,BIJ1,0.07262750161394448,9
GM1891,Dantumadiel,Splinter,0.07262750161394448,9
GM1891,Dantumadiel,Samen voor Nederland,0.06455777921239508,8
GM1891,Dantumadiel,Nederland met een PLAN,0.02420916720464816,3
GM1891,Dantumadiel,LEF - Voor de Nieuwe Generatie,0.01613944480309877,2
GM1891,Dantumadiel,LP (Libertaire Partij),0.01613944480309877,2
GM1891,Dantumadiel,Politieke Partij voor Basisinkomen,0.00806972240154938,1
GM0503,Delft,PvdA/GL,25.920214208242943,15295
GM0503,Delft,PVV,16.751965835140997,9885
GM0503,Delft,VVD,12.562703362255965,7413
GM0503,Delft,D66,10.401979392624728,6138
GM0503,Delft,NSC,9.339411605206074,5511
GM0503,Delft,Volt,5.124728850325379,3024
GM0503,Delft,PvdD,3.2385439262472886,1911
GM0503,Delft,SP,3.14533622559653,1856
GM0503,Delft,DENK,2.5216919739696313,1488
GM0503,Delft,CDA,2.481019522776573,1464
GM0503,Delft,ChristenUnie,2.0302331887201737,1198
GM0503,Delft,FvD,1.8861849240780912,1113
GM0503,Delft,BBB,1.567584056399132,925
GM0503,Delft,BIJ1,0.6355070498915402,375
GM0503,Delft,JA21,0.6134761388286334,362
GM0503,Delft,SGP,0.4779013015184382,282
GM0503,Delft,50PLUS,0.4151979392624729,245
GM0503,Delft,BVNL,0.3067380694143167,181
GM0503,Delft,Splinter,0.15252169197396964,90
GM0503,Delft,Piratenpartij - De Groenen,0.14065889370932755,83
GM0503,Delft,LEF - Voor de Nieuwe Generatie,0.0711767895878525,42
GM0503,Delft,Nederland met een PLAN,0.06948210412147506,41
GM0503,Delft,PartijvdSport,0.06948210412147506,41
GM0503,Delft,LP (Libertaire Partij),0.05253524945770065,31
GM0503,Delft,Samen voor Nederland,0.02372559652928416,14
GM0762,Deurne,PVV,30.361875391509663,6301
GM0762,Deurne,VVD,16.93249168794873,3514
GM0762,Deurne,NSC,14.340095407892836,2976
GM0762,Deurne,BBB,9.46851057678408,1965
GM0762,Deurne,PvdA/GL,8.50961306799017,1766
GM0762,Deurne,D66,5.025779405387173,1043
GM0762,Deurne,CDA,4.187346407748278,869
GM0762,Deurne,SP,3.7103069435744223,770
GM0762,Deurne,FvD,1.594950127692382,331
GM0762,Deurne,PvdD,1.2431937551197416,258
GM0762,Deurne,JA21,0.9637160892401098,200
GM0762,Deurne,Volt,0.8625258998698984,179
GM0762,Deurne,BVNL,0.737242808268684,153
GM0762,Deurne,50PLUS,0.7131499060376814,148
GM0762,Deurne,DENK,0.5252252686358599,109
GM0762,Deurne,ChristenUnie,0.2746590854334313,57
GM0762,Deurne,BIJ1,0.10600876981641208,22
GM0762,Deurne,Splinter,0.096371608924011,20
GM0762,Deurne,SGP,0.09155302847781044,19
GM0762,Deurne,Piratenpartij - De Groenen,0.05300438490820604,11
GM0762,Deurne,Nederland met een PLAN,0.04336722401580494,9
GM0762,Deurne,Samen voor Nederland,0.04336722401580494,9
GM0762,Deurne,LEF - Voor de Nieuwe Generatie,0.0385486435696044,8
GM0762,Deurne,PartijvdSport,0.0385486435696044,8
GM0762,Deurne,LP (Libertaire Partij),0.0289114826772033,6
GM0762,Deurne,Politieke Partij voor Basisinkomen,0.0096371608924011,2
GM0150,Deventer,PvdA/GL,21.211879291074563,13285
GM0150,Deventer,PVV,17.97860450263452,11260
GM0150,Deventer,VVD,11.944754909787642,7481
GM0150,Deventer,NSC,11.694076321251796,7324
GM0150,Deventer,BBB,9.66629410825483,6054
GM0150,Deventer,D66,7.193038479961681,4505
GM0150,Deventer,SP,3.4440364042790996,2157
GM0150,Deventer,DENK,3.4232795784767687,2144
GM0150,Deventer,PvdD,2.8532652083665977,1787
GM0150,Deventer,Volt,2.321571132045346,1454
GM0150,Deventer,CDA,2.2369471499281492,1401
GM0150,Deventer,FvD,1.9064346159987229,1194
GM0150,Deventer,ChristenUnie,1.7020597157911543,1066
GM0150,Deventer,JA21,0.5173239661504072,324
GM0150,Deventer,50PLUS,0.4342966629410826,272
GM0150,Deventer,BVNL,0.40076640587577833,251
GM0150,Deventer,SGP,0.3305125339294268,207
GM0150,Deventer,BIJ1,0.308159029219224,193
GM0150,Deventer,Splinter,0.13412102826121666,84
GM0150,Deventer,Piratenpartij - De Groenen,0.07983394539358135,50
GM0150,Deventer,LEF - Voor de Nieuwe Generatie,0.0718505508542232,45
GM0150,Deventer,PartijvdSport,0.04311033051253393,27
GM0150,Deventer,Nederland met een PLAN,0.0415136516046623,26
GM0150,Deventer,LP (Libertaire Partij),0.03193357815743254,20
GM0150,Deventer,Samen voor Nederland,0.03033689924956091,19
GM0384,Diemen,PvdA/GL,27.247006185024347,4141
GM0384,Diemen,PVV,17.061455454665087,2593
GM0384,Diemen,VVD,14.363732070009211,2183
GM0384,Diemen,NSC,9.567048295828398,1454
GM0384,Diemen,D66,7.257533886037637,1103
GM0384,Diemen,DENK,4.316357415449401,656
GM0384,Diemen,SP,3.671535728385314,558
GM0384,Diemen,PvdD,3.4280826424529542,521
GM0384,Diemen,Volt,2.6450848795894197,402
GM0384,Diemen,FvD,2.427951046190288,369
GM0384,Diemen,BIJ1,1.7239110409264378,262
GM0384,Diemen,BBB,1.5791551519936835,240
GM0384,Diemen,CDA,1.434399263060929,218
GM0384,Diemen,ChristenUnie,0.960652717462824,146
GM0384,Diemen,BVNL,0.5395446769311751,82
GM0384,Diemen,JA21,0.486906171864719,74
GM0384,Diemen,50PLUS,0.4803263587314121,73
GM0384,Diemen,SGP,0.17765495459928937,27
GM0384,Diemen,Splinter,0.17107514146598235,26
GM0384,Diemen,Piratenpartij - De Groenen,0.11185682326621924,17
GM0384,Diemen,Nederland met een PLAN,0.09869719699960522,15
GM0384,Diemen,LEF - Voor de Nieuwe Generatie,0.07237794446637716,11
GM0384,Diemen,LP (Libertaire Partij),0.05921831819976313,9
GM0384,Diemen,PartijvdSport,0.05921831819976313,9
GM0384,Diemen,Samen voor Nederland,0.05921831819976313,9
GM1980,Dijk en Waard,PVV,25.15477230430324,13246
GM1980,Dijk en Waard,VVD,19.15758289338752,10088
GM1980,Dijk en Waard,NSC,12.72171369972274,6699
GM1980,Dijk en Waard,PvdA/GL,12.457746211401876,6560
GM1980,Dijk en Waard,D66,6.215579778950967,3273
GM1980,Dijk en Waard,BBB,4.495043488168939,2367
GM1980,Dijk en Waard,SP,3.648068669527897,1921
GM1980,Dijk en Waard,FvD,3.09924417942193,1632
GM1980,Dijk en Waard,CDA,3.002392798814995,1581
GM1980,Dijk en Waard,PvdD,1.933229518781572,1018
GM1980,Dijk en Waard,DENK,1.661665843746439,875
GM1980,Dijk en Waard,Volt,1.3635155152113638,718
GM1980,Dijk en Waard,ChristenUnie,1.3559193284970943,714
GM1980,Dijk en Waard,JA21,0.957119525997949,504
GM1980,Dijk en Waard,50PLUS,0.8146910251053971,429
GM1980,Dijk en Waard,BVNL,0.7406282046412701,390
GM1980,Dijk en Waard,SGP,0.31903984199931634,168
GM1980,Dijk en Waard,BIJ1,0.2620684416422956,138
GM1980,Dijk en Waard,Splinter,0.1899046678567359,100
GM1980,Dijk en Waard,Piratenpartij - De Groenen,0.11774089407117626,62
GM1980,Dijk en Waard,Nederland met een PLAN,0.07975996049982909,42
GM1980,Dijk en Waard,LEF - Voor de Nieuwe Generatie,0.074062820464127,39
GM1980,Dijk en Waard,Samen voor Nederland,0.06646663374985758,35
GM1980,Dijk en Waard,PartijvdSport,0.06456758707129022,34
GM1980,Dijk en Waard,LP (Libertaire Partij),0.04747616696418397,25
GM1774,Dinkelland,NSC,32.9745493107105,6219
GM1774,Dinkelland,PVV,23.00106044538706,4338
GM1774,Dinkelland,BBB,15.196182396606575,2866
GM1774,Dinkelland,VVD,12.762460233297984,2407
GM1774,Dinkelland,PvdA/GL,4.8038176033934255,906
GM1774,Dinkelland,CDA,3.4835630965005304,657
GM1774,Dinkelland,D66,2.518557794273595,475
GM1774,Dinkelland,FvD,1.1346765641569458,214
GM1774,Dinkelland,SP,1.0127253446447508,191
GM1774,Dinkelland,Volt,0.7051961823966065,133
GM1774,Dinkelland,JA21,0.6415694591728526,121
GM1774,Dinkelland,PvdD,0.5302226935312832,100
GM1774,Dinkelland,BVNL,0.39766702014846234,75
GM1774,Dinkelland,ChristenUnie,0.2651113467656416,50
GM1774,Dinkelland,50PLUS,0.11134676564156944,21
GM1774,Dinkelland,SGP,0.11134676564156944,21
GM1774,Dinkelland,DENK,0.09544008483563096,18
GM1774,Dinkelland,Samen voor Nederland,0.05832449628844114,11
GM1774,Dinkelland,Nederland met een PLAN,0.05302226935312832,10
GM1774,Dinkelland,Splinter,0.04772004241781548,9
GM1774,Dinkelland,BIJ1,0.02651113467656416,5
GM1774,Dinkelland,LP (Libertaire Partij),0.02651113467656416,5
GM1774,Dinkelland,Piratenpartij - De Groenen,0.02651113467656416,5
GM1774,Dinkelland,PartijvdSport,0.01590668080593849,3
GM0221,Doesburg,PVV,24.581724581724583,1719
GM0221,Doesburg,PvdA/GL,15.8015158015158,1105
GM0221,Doesburg,VVD,14.085514085514086,985
GM0221,Doesburg,NSC,13.985413985413986,978
GM0221,Doesburg,D66,6.535106535106536,457
GM0221,Doesburg,SP,5.033605033605033,352
GM0221,Doesburg,BBB,4.790504790504791,335
GM0221,Doesburg,CDA,3.231803231803232,226
GM0221,Doesburg,DENK,2.9744029744029747,208
GM0221,Doesburg,FvD,2.788502788502788,195
GM0221,Doesburg,PvdD,2.1164021164021163,148
GM0221,Doesburg,Volt,1.2441012441012442,87
GM0221,Doesburg,ChristenUnie,1.0296010296010296,72
GM0221,Doesburg,JA21,0.572000572000572,40
GM0221,Doesburg,BVNL,0.4147004147004147,29
GM0221,Doesburg,50PLUS,0.3003003003003003,21
GM0221,Doesburg,SGP,0.15730015730015728,11
GM0221,Doesburg,Splinter,0.1144001144001144,8
GM0221,Doesburg,BIJ1,0.0715000715000715,5
GM0221,Doesburg,Piratenpartij - De Groenen,0.0572000572000572,4
GM0221,Doesburg,LP (Libertaire Partij),0.0429000429000429,3
GM0221,Doesburg,LEF - Voor de Nieuwe Generatie,0.0286000286000286,2
GM0221,Doesburg,Nederland met een PLAN,0.0286000286000286,2
GM0221,Doesburg,Samen voor Nederland,0.0143000143000143,1
GM0222,Doetinchem,PVV,24.65338774627713,9122
GM0222,Doetinchem,NSC,15.615794167725197,5778
GM0222,Doetinchem,VVD,14.794194751493205,5474
GM0222,Doetinchem,PvdA/GL,13.891516445501471,5140
GM0222,Doetinchem,BBB,6.934947704116105,2566
GM0222,Doetinchem,D66,5.726872246696035,2119
GM0222,Doetinchem,SP,3.870165671198076,1432
GM0222,Doetinchem,CDA,3.2215345531201858,1192
GM0222,Doetinchem,FvD,2.594524472311559,960
GM0222,Doetinchem,PvdD,1.5540120537282776,575
GM0222,Doetinchem,DENK,1.49995946055512,555
GM0222,Doetinchem,ChristenUnie,1.2999648658144376,481
GM0222,Doetinchem,Volt,1.205372827761412,446
GM0222,Doetinchem,SGP,1.091862382097781,404
GM0222,Doetinchem,JA21,0.6837653036404421,253
GM0222,Doetinchem,50PLUS,0.47566281992378584,176
GM0222,Doetinchem,BVNL,0.3756655225534445,139
GM0222,Doetinchem,BIJ1,0.14323937190886732,53
GM0222,Doetinchem,Piratenpartij - De Groenen,0.0945920380530256,35
GM0222,Doetinchem,Splinter,0.08918677873570985,33
GM0222,Doetinchem,Samen voor Nederland,0.06486311180778898,24
GM0222,Doetinchem,Nederland met een PLAN,0.05675522283181536,21
GM0222,Doetinchem,LP (Libertaire Partij),0.03513418556255236,13
GM0222,Doetinchem,LEF - Voor de Nieuwe Generatie,0.02702629658657874,10
GM0766,Dongen,PVV,27.451575687655595,4521
GM0766,Dongen,VVD,19.96478231829498,3288
GM0766,Dongen,NSC,12.508349019369724,2060
GM0766,Dongen,PvdA/GL,11.427530511870788,1882
GM0766,Dongen,D66,6.442406946384116,1061
GM0766,Dongen,BBB,4.529722508956221,746
GM0766,Dongen,CDA,4.013601311555043,661
GM0766,Dongen,SP,3.952881170684316,651
GM0766,Dongen,DENK,1.8762523529054589,309
GM0766,Dongen,PvdD,1.657659845770842,273
GM0766,Dongen,FvD,1.5665796344647518,258
GM0766,Dongen,Volt,1.1111785779343009,183
GM0766,Dongen,ChristenUnie,0.7832898172323759,129
GM0766,Dongen,50PLUS,0.7650737749711579,126
GM0766,Dongen,JA21,0.6011293946201955,99
GM0766,Dongen,BVNL,0.5525532819236141,91
GM0766,Dongen,SGP,0.2428805634829073,40
GM0766,Dongen,Splinter,0.19430445078632583,32
GM0766,Dongen,BIJ1,0.12144028174145365,20
GM0766,Dongen,PartijvdSport,0.05464812678365414,9
GM0766,Dongen,Nederland met een PLAN,0.04857611269658146,8
GM0766,Dongen,Piratenpartij - De Groenen,0.04250409860950877,7
GM0766,Dongen,Samen voor Nederland,0.03643208452243609,6
GM0766,Dongen,LEF - Voor de Nieuwe Generatie,0.02428805634829073,4
GM0766,Dongen,LP (Libertaire Partij),0.01821604226121804,3
GM0766,Dongen,Politieke Partij voor Basisinkomen,0.01214402817414536,2
GM0505,Dordrecht,PVV,24.47790857667023,16011
GM0505,Dordrecht,PvdA/GL,15.488457422412475,10131
GM0505,Dordrecht,VVD,13.78382510319523,9016
GM0505,Dordrecht,NSC,11.663354227182388,7629
GM0505,Dordrecht,D66,5.629108698975692,3682
GM0505,Dordrecht,DENK,4.7760281302553125,3124
GM0505,Dordrecht,SP,3.609539825714722,2361
GM0505,Dordrecht,ChristenUnie,3.375630637517199,2208
GM0505,Dordrecht,SGP,3.1187891759669775,2040
GM0505,Dordrecht,CDA,2.835957804617031,1855
GM0505,Dordrecht,PvdD,2.706008255618407,1770
GM0505,Dordrecht,FvD,2.5149059776792537,1645
GM0505,Dordrecht,BBB,2.037914691943128,1333
GM0505,Dordrecht,Volt,1.3224277633389392,865
GM0505,Dordrecht,50PLUS,0.6680935636752791,437
GM0505,Dordrecht,JA21,0.6680935636752791,437
GM0505,Dordrecht,BVNL,0.40972328390154417,268
GM0505,Dordrecht,BIJ1,0.40819446567803086,267
GM0505,Dordrecht,Splinter,0.17428527748050757,114
GM0505,Dordrecht,Piratenpartij - De Groenen,0.09325791163430668,61
GM0505,Dordrecht,PartijvdSport,0.07185445650512154,47
GM0505,Dordrecht,Nederland met een PLAN,0.0565662742699893,37
GM0505,Dordrecht,Samen voor Nederland,0.03974927381134383,26
GM0505,Dordrecht,LP (Libertaire Partij),0.03822045558783061,25
GM0505,Dordrecht,LEF - Voor de Nieuwe Generatie,0.03210518269377771,21
GM0498,Drechterland,PVV,24.511696132170155,3175
GM0498,Drechterland,VVD,20.767389793870144,2690
GM0498,Drechterland,NSC,12.444993437813634,1612
GM0498,Drechterland,PvdA/GL,10.700223886358373,1386
GM0498,Drechterland,BBB,8.654365783988267,1121
GM0498,Drechterland,D66,5.4659152319925886,708
GM0498,Drechterland,CDA,4.300162124604339,557
GM0498,Drechterland,SP,2.956843974368872,383
GM0498,Drechterland,FvD,2.6325947656913455,341
GM0498,Drechterland,PvdD,1.6752875781672198,217
GM0498,Drechterland,JA21,1.4050799042692812,182
GM0498,Drechterland,Volt,1.4050799042692812,182
GM0498,Drechterland,50PLUS,0.7951825831853625,103
GM0498,Drechterland,BVNL,0.7488612676600015,97
GM0498,Drechterland,DENK,0.39373118196556783,51
GM0498,Drechterland,ChristenUnie,0.3319694279317532,43
GM0498,Drechterland,SGP,0.2007257006098973,26
GM0498,Drechterland,BIJ1,0.12352350806762911,16
GM0498,Drechterland,PartijvdSport,0.1158032888134023,15
GM0498,Drechterland,Splinter,0.09264263105072185,12
GM0498,Drechterland,Piratenpartij - De Groenen,0.06948197328804138,9
GM0498,Drechterland,Samen voor Nederland,0.06948197328804138,9
GM0498,Drechterland,Nederland met een PLAN,0.06176175403381456,8
GM0498,Drechterland,LEF - Voor de Nieuwe Generatie,0.03860109627113409,5
GM0498,Drechterland,LP (Libertaire Partij),0.03860109627113409,5
